t,xPos,yPos,zPos,pitch,yaw,vel,gamma,acc
0.0,-23567.92,-11194.5,23502.63,-33.17,50.44,0.0,-0.0010997510596177634,0.0
0.033366700033365504,-23567.92,-11194.5,23502.63,-33.17,50.44,0.0,-0.0010997510596177634,0.0
0.06673340006673101,-23531.67,-11178.74,23502.63,-33.17,50.44,0.0,-0.0010997510596177634,0.0
0.10010010010009651,-23531.67,-11178.74,23502.63,-33.17,50.44,0.0,-0.0010997510596177634,0.0
0.13346680013346202,-23466.96,-11150.61,23502.63,-33.17,50.44,0.0,-0.0010997510596177634,0.0
0.16683350016682752,-23422.87,-11131.43,23502.63,-33.17,50.44,0.0,-0.0010997510596177634,0.0
0.20020020020019302,-23366.5,-11106.92,23502.63,-33.17,50.44,0.0,-0.0010997510596177634,0.0
0.23356690023355853,-23248.85,-11055.76,23502.63,-33.17,50.44,0.0,-0.0010997510596177634,0.0
0.26693360026692403,-23186.35,-11028.58,23502.63,-33.17,50.44,0.0,-0.0010997510596177634,0.0
0.30030030030028954,-23153.21,-11014.16,23502.63,-33.17,50.44,0.0,-0.0010997510596177634,0.0
0.33366700033365504,-23093.94,-10988.37,23502.63,-33.17,50.44,0.0,-0.0010997510596177634,0.0
0.36703370036702054,-23037.39,-10963.78,23502.63,-33.17,50.44,0.0,-0.0010997510596177634,0.0
0.40040040040038605,-22985.17,-10941.08,23502.63,-33.17,50.44,0.0,-0.0010997510596177634,0.0
0.43376710043375155,-22893.6,-10901.26,23502.63,-33.17,50.44,0.0,-0.0010997510596177634,0.0
0.46713380046711706,-22859.98,-10886.64,23502.63,-33.17,50.44,0.0,-0.0010997510596177634,0.0
0.5005005005004826,-22796.21,-10858.91,23502.63,-33.17,50.44,0.0,-0.0010997510523924206,0.0
0.5338672005338481,-22761.84,-10843.97,23502.63,-33.17,50.44,0.0,-0.0011351485314598003,0.0
0.5672339005672136,-22680.17,-10808.46,23502.63,-33.17,50.44,0.0,-0.001986076661990617,0.0
0.6006006006005791,-22601.59,-10774.29,23502.63,-33.17,50.44,0.0,-0.005502968927484304,0.0
0.6339673006339446,-22556.7,-10754.77,23502.63,-33.17,50.44,0.0,-0.01136554169934207,0.0
0.6673340006673101,-22477.99,-10720.55,23502.63,-33.17,50.44,0.0,-0.021423373100971428,0.0
0.7007007007006756,-22414.62,-10692.97,23502.6,-33.21,50.48,0.0,-0.03460050113896319,0.0
0.7340674007340411,-22319.61,-10651.66,23502.6,-33.21,50.48,0.0,-0.048328909380033314,0.0
0.7674341007674066,-22251.86,-10622.21,23502.6,-33.21,50.48,0.0,-0.0605083480306703,0.0
0.8008008008007721,-22224.43,-10610.28,23502.6,-33.21,50.48,0.0,-0.07148578445299561,0.0
0.8341675008341376,-22166.86,-10585.25,23502.6,-33.21,50.48,0.0,-0.08124004217211782,0.0
0.8675342008675031,-22112.3,-10561.52,23502.6,-33.21,50.48,0.0,-0.09001977932041966,0.0
0.9009009009008686,-22056.12,-10537.1,23502.6,-33.21,50.48,0.0,-0.0980644274651312,0.0
0.9342676009342341,-21947.21,-10489.73,23502.6,-33.21,50.48,0.0,-0.10443668888281017,0.0
0.9676343009675996,-21886.28,-10463.23,23502.6,-33.21,50.48,0.0,-0.10895587443996821,0.0
1.0010010010009651,-21850.77,-10447.78,23502.6,-33.21,50.48,0.0,-0.11456574190645535,0.0
1.0343677010343306,-21778.79,-10416.47,23502.6,-33.21,50.48,0.0,-0.12338385476613482,0.0
1.0677344010676961,-21727.96,-10394.29,23502.44,-33.43,50.66,0.0,-0.14570039308695418,0.0
1.1011011011010616,-21646.72,-10358.51,23501.9,-34.18,51.58,0.0,-0.18308148913635175,0.0
1.1344678011344271,-21588.71,-10332.14,23501.39,-34.88,53.52,0.0,-0.22660479200203448,0.0
1.1678345011677926,-21536.55,-10307.01,23500.48,-36.16,57.83,0.0,-0.2751508095860853,0.0
1.2012012012011581,-21486.3,-10283.03,23499.74,-37.21,61.88,0.0,-0.3188197407283778,0.0
1.2345679012345236,-21436.87,-10259.77,23499.47,-37.61,65.18,0.0,-0.3581817879635925,0.0
1.2679346012678891,-21386.09,-10236.65,23499.53,-37.52,66.98,0.0,-0.39199879249039676,0.0
1.3013013013012547,-21330.03,-10212.26,23499.56,-37.48,66.98,0.0,-0.421280414322485,0.0
1.3346680013346202,-21218.99,-10163.99,23499.56,-37.48,66.98,0.0,-0.44735817284460616,0.0
1.3680347013679857,-21165.6,-10140.77,23499.56,-37.48,66.98,0.0,-0.4692087398966985,0.0
1.4014014014013512,-21131.21,-10125.82,23499.56,-37.48,66.98,0.0,-0.48689266856124064,0.0
1.4347681014347167,-21069.89,-10099.02,23499.71,-37.26,67.07,0.0,-0.4956108662919966,0.0
1.4681348014680822,-21003.85,-10070.06,23499.81,-37.13,67.42,0.0,-0.49711395676868303,0.0
1.5015015015014477,-20914.19,-10031.13,23499.41,-37.7,67.73,0.0,-0.49395728643340525,0.0
1.5348682015348132,-20878.64,-10015.89,23498.63,-38.84,68.21,0.0,-0.48741947823345905,0.0
1.5682349015681787,-20820.46,-9992.21,23495.84,-43.07,68.7,0.0,-0.47384220087840084,0.0
1.6016016016015442,-20758.59,-9968.18,23492.47,-48.61,68.26,0.0,-0.4527801963071449,0.0
1.6349683016349097,-20732.27,-9958.52,23490.75,-51.69,67.77,0.0,-0.42214530762389774,0.0
1.6683350016682752,-20609.09,-9907.56,23488.86,-55.34,66.1,0.0,-0.38177299379652196,0.0
1.7017017017016407,-20581.11,-9895.38,23489.01,-55.03,65.75,0.0,-0.34107362322207324,0.0
1.7350684017350062,-20522.65,-9869.95,23489.01,-55.03,65.75,0.0,-0.3020502874695887,0.0
1.7684351017683717,-20471.71,-9847.79,23489.01,-55.03,65.75,0.0,-0.2637911648358019,0.0
1.8018018018017372,-20425.18,-9827.56,23489.01,-55.03,65.75,0.0,-0.22241987262402182,0.0
1.8351685018351027,-20366.21,-9801.92,23489.01,-55.03,65.75,0.0,-0.17954359028536407,0.0
1.8685352018684682,-20308.82,-9776.98,23488.99,-55.08,65.75,0.0,-0.1344288497676618,0.0
1.9019019019018337,-20252.36,-9752.43,23488.99,-55.08,65.75,0.0,-0.08789885015245225,0.0
1.9352686019351992,-20138.48,-9702.51,23489.32,-54.42,65.88,0.0,-0.04016174025516398,0.0
1.9686353019685647,-20087.05,-9680.04,23489.41,-54.24,65.93,0.0,0.010086839549190506,0.0
2.0020020020019302,-20033.74,-9656.8,23489.46,-54.15,65.97,0.0,0.06270187425063492,0.0
2.0353687020352957,-19975.59,-9631.48,23489.48,-54.11,66.01,0.0,0.11522686139854825,0.0
2.0687354020686612,-19917.68,-9605.64,23489.84,-53.41,66.72,0.0,0.16455824876809222,0.0
2.1021021021020267,-19858.14,-9578.52,23490.66,-51.87,67.73,0.0,0.2003142284912992,0.0
2.1354688021353923,-19800.69,-9552.09,23492.09,-49.27,67.99,0.0,0.2184579292012669,0.0
2.1688355021687578,-19741.57,-9524.85,23493.85,-46.28,68.13,0.0,0.22893437644302886,0.0
2.2022022022021233,-19680.33,-9497.65,23494.44,-45.31,68.35,0.0,0.22758702934945985,0.0
2.2355689022354888,-19623.63,-9472.76,23494.6,-45.05,68.57,0.0,0.2247798371702591,0.0
2.2689356022688543,-19564.93,-9447.04,23494.46,-45.27,69.23,0.0,0.22120994394603405,0.0
2.3023023023022198,-19454.41,-9398.95,23494.46,-45.27,69.23,0.0,0.2145376640148772,0.0
2.3356690023355853,-19397.35,-9374.16,23494.46,-45.27,69.23,0.0,0.20587616658107868,0.0
2.369035702368951,-19343.54,-9350.76,23494.46,-45.27,69.23,0.0,0.1954882999720245,0.0
2.4024024024023163,-19291.38,-9328.04,23494.52,-45.18,69.18,0.0,0.1830721516409199,0.0
2.435769102435682,-19238.11,-9304.87,23494.52,-45.18,69.18,0.0,0.16909960831930596,0.0
2.4691358024690473,-19186.27,-9282.34,23494.52,-45.18,69.18,0.0,0.154125865376565,0.0
2.502502502502413,-19131.88,-9258.62,23494.52,-45.18,69.31,0.0,0.13729403529820203,0.0
2.5358692025357783,-19028.49,-9210.91,23494.74,-44.83,75.12,0.0,0.11821115507700958,0.0
2.569235902569144,-18976.22,-9184.83,23494.68,-44.91,84.19,0.0,0.09720092148082292,0.0
2.6026026026025093,-18928.27,-9161.57,23494.76,-44.78,92.24,0.0,0.07571881212022545,0.0
2.635969302635875,-18882.18,-9139.97,23494.82,-44.69,99.63,0.0,0.05636779092680792,0.0
2.6693360026692403,-18813.02,-9108.62,23495.2,-44.08,106.98,0.0,0.0434466358680264,0.0
2.702702702702606,-18767.23,-9088.4,23495.42,-43.73,108.12,0.0,0.03920801345195545,0.0
2.7360694027359713,-18676.34,-9048.91,23495.4,-43.77,108.03,0.0,0.03784375490819875,0.0
2.769436102769337,-18676.34,-9048.91,23495.4,-43.77,108.03,0.0,0.03723856839649658,0.0
2.8028028028027023,-18565.55,-9000.74,23495.4,-43.77,108.03,0.0,0.03460437966282697,0.0
2.836169502836068,-18497.44,-8971.12,23495.4,-43.77,108.03,0.0,0.03279792908803303,0.0
