t,xPos,yPos,zPos,pitch,yaw,vel,gamma,acc
0.0,515.72,37409.75,12009.08,-24.72,-86.57,0.0,-0.00037974359393812935,0.0
0.033366700033365504,515.72,37409.75,12009.08,-24.72,-86.57,0.0,-0.00037974359393812935,0.0
0.06673340006673101,518.65,37356.02,12009.08,-24.72,-86.57,0.0,-0.00037974359393812935,0.0
0.10010010010009651,518.65,37356.02,12009.08,-24.72,-86.57,0.0,-0.00037974359393812935,0.0
0.13346680013346202,520.55,37321.14,12009.08,-24.72,-86.57,0.0,-0.00037974359393812935,0.0
0.16683350016682752,524.18,37254.39,12009.08,-24.72,-86.57,0.0,-0.00037974359393812935,0.0
0.20020020020019302,529.1,37164.52,12009.08,-24.72,-86.57,0.0,-0.00037974359393812935,0.0
0.23356690023355853,533.6,37080.15,12009.29,-24.45,-86.7,0.0,-0.00037974359393812935,0.0
0.26693360026692403,537.15,37014.34,12009.36,-24.37,-86.75,0.0,-0.00037974359393812935,0.0
0.30030030030028954,540.1,36960.12,12009.36,-24.37,-86.75,0.0,-0.00037974359393812935,0.0
0.33366700033365504,543.01,36906.75,12009.36,-24.37,-86.75,0.0,-0.00037974359393812935,0.0
0.36703370036702054,550.14,36776.91,12009.32,-24.41,-86.7,0.0,-0.00037974359393812935,0.0
0.40040040040038605,552.92,36725.79,12009.32,-24.41,-86.7,0.0,-0.00037974359393812935,0.0
0.43376710043375155,557.18,36647.68,12009.32,-24.41,-86.7,0.0,-0.00037974359393812935,0.0
0.46713380046711706,559.89,36598.02,12009.32,-24.41,-86.7,0.0,-0.00037974359393812935,0.0
0.5005005005004826,563.92,36524.45,12009.32,-24.41,-86.7,0.0,-0.00037974359012007085,0.0
0.5338672005338481,566.62,36474.83,12009.32,-24.41,-86.7,0.0,-0.0014104153411609594,0.0
0.5672339005672136,570.98,36395.61,12009.25,-24.5,-86.66,0.0,-0.002805196068404939,0.0
0.6006006006005791,574.89,36325.43,12009.11,-24.67,-86.57,0.0,-0.004330675003598674,0.0
0.6339673006339446,577.56,36276.44,12009.11,-24.67,-86.57,0.0,-0.005826878149724948,0.0
0.6673340006673101,580.42,36224.0,12009.11,-24.67,-86.57,0.0,-0.007338735145416239,0.0
0.7007007007006756,583.66,36164.44,12009.11,-24.67,-86.57,0.0,-0.009209346723064461,0.0
0.7340674007340411,586.44,36113.5,12009.15,-24.63,-86.57,0.0,-0.012657040924690279,0.0
0.7674341007674066,591.1,36028.32,12009.15,-24.63,-86.57,0.0,-0.016461953854635152,0.0
0.8008008008007721,594.18,35971.77,12009.15,-24.63,-86.57,0.0,-0.023078071664580563,0.0
0.8341675008341376,597.2,35916.36,12009.15,-24.63,-86.57,0.0,-0.029132562786457417,0.0
0.8675342008675031,601.86,35830.8,12009.15,-24.63,-86.57,0.0,-0.03519513870307533,0.0
0.9009009009008686,604.68,35779.26,12009.15,-24.63,-86.57,0.0,-0.040663084385466154,0.0
0.9342676009342341,608.92,35701.7,12009.15,-24.63,-86.57,0.0,-0.04530858270137522,0.0
0.9676343009675996,615.68,35578.21,12009.15,-24.63,-86.53,0.0,-0.04936859064835089,0.0
1.0010010010009651,617.18,35550.72,12009.15,-24.63,-86.53,0.0,-0.0528611731806743,0.0
1.0343677010343306,621.79,35467.63,12009.11,-24.67,-86.44,0.0,-0.05559573325476257,0.0
1.0677344010676961,624.74,35414.95,12009.04,-24.76,-86.35,0.0,-0.057967116831956864,0.0
1.1011011011010616,627.76,35359.45,12009.01,-24.81,-86.35,0.0,-0.05993162086456962,0.0
1.1344678011344271,634.01,35244.85,12009.01,-24.81,-86.35,0.0,-0.06224514064891043,0.0
1.1678345011677926,635.59,35215.9,12009.01,-24.81,-86.35,0.0,-0.06382329123511339,0.0
1.2012012012011581,639.15,35156.01,12008.94,-24.89,-86.0,0.0,-0.0651718595614449,0.0
1.2345679012345236,642.5,35100.21,12008.63,-25.29,-85.6,0.0,-0.06609509973159171,0.0
1.2679346012678891,645.5,35044.53,12008.31,-25.69,-85.65,0.0,-0.06638374025143148,0.0
1.3013013013012547,650.71,34931.71,12007.62,-26.57,-86.84,0.0,-0.06597781786567644,0.0
1.3346680013346202,653.76,34876.03,12007.62,-26.57,-86.84,0.0,-0.06454320292216528,0.0
1.3680347013679857,656.73,34820.32,12007.52,-26.7,-86.92,0.0,-0.06286504016785223,0.0
1.4014014014013512,659.81,34763.75,12007.52,-26.7,-86.92,0.0,-0.06071520264510622,0.0
1.4347681014347167,666.41,34642.68,12007.52,-26.7,-86.92,0.0,-0.05812104333947355,0.0
1.4681348014680822,668.34,34607.39,12007.52,-26.7,-86.92,0.0,-0.05492192989049124,0.0
1.5015015015014477,671.91,34542.24,12007.52,-26.7,-86.92,0.0,-0.051087924137320974,0.0
1.5348682015348132,676.41,34459.47,12007.52,-26.7,-86.92,0.0,-0.046139633339614065,0.0
1.5682349015681787,678.13,34428.09,12007.52,-26.7,-86.92,0.0,-0.04078315132222894,0.0
1.6016016016015442,682.74,34343.89,12007.52,-26.7,-86.92,0.0,-0.03623930438508332,0.0
1.6349683016349097,684.31,34315.14,12007.52,-26.7,-86.92,0.0,-0.032618412126894404,0.0
1.6683350016682752,690.57,34200.02,12007.52,-26.7,-86.92,0.0,-0.0308969110822716,0.0
1.7017017017016407,692.07,34172.63,12007.52,-26.7,-86.92,0.0,-0.03339082608788659,0.0
1.7350684017350062,695.01,34118.68,12007.52,-26.7,-86.92,0.0,-0.040912462160506056,0.0
1.7684351017683717,698.33,34058.0,12007.52,-26.7,-86.92,0.0,-0.05339314181152058,0.0
1.8018018018017372,702.03,33990.2,12007.52,-26.7,-86.92,0.0,-0.0738898689723809,0.0
1.8351685018351027,710.35,33837.36,12007.52,-26.7,-86.92,0.0,-0.10042887317198508,0.0
1.8685352018684682,711.92,33808.8,12007.52,-26.7,-86.92,0.0,-0.12251607414969465,0.0
1.9019019019018337,715.12,33749.73,12007.49,-26.74,-86.97,0.0,-0.14053626180409737,0.0
1.9352686019351992,718.27,33692.0,12007.49,-26.74,-86.97,0.0,-0.15580130007642545,0.0
1.9686353019685647,721.4,33634.43,12007.49,-26.74,-86.97,0.0,-0.1686616735940995,0.0
2.0020020020019302,724.39,33577.11,12007.45,-26.79,-87.14,0.0,-0.17991902482203762,0.0
2.0353687020352957,727.25,33520.88,12007.59,-26.61,-87.41,0.0,-0.18968087165252165,0.0
2.0687354020686612,730.56,33459.8,12007.59,-26.61,-87.45,0.0,-0.19716674287210811,0.0
2.1021021021020267,736.88,33341.4,12007.38,-26.87,-87.63,0.0,-0.20374539003715206,0.0
2.1354688021353923,740.39,33281.84,12007.14,-27.18,-87.28,0.0,-0.20787526417491586,0.0
2.1688355021687578,744.17,33220.71,12006.63,-27.84,-86.7,0.0,-0.21087874037156648,0.0
