t,xPos,yPos,zPos,pitch,yaw,vel,gamma,acc
0.0,8947.57,-9185.69,23505.15,-29.78,69.72,0.0,-5.301068876530255e-13,0.0
0.033366700033365504,8947.57,-9185.69,23505.15,-29.78,69.72,0.0,-5.301068876530255e-13,0.0
0.06673340006673101,8947.57,-9185.69,23505.15,-29.78,69.72,0.0,-5.301068876530255e-13,0.0
0.10010010010009651,9000.71,-9172.15,23505.15,-29.78,69.72,0.0,-5.301068876530255e-13,0.0
0.13346680013346202,9029.56,-9164.8,23505.15,-29.78,69.72,0.0,-5.301068876530255e-13,0.0
0.16683350016682752,9128.43,-9139.64,23505.15,-29.78,69.72,0.0,-5.301068876530255e-13,0.0
0.20020020020019302,9178.78,-9126.82,23505.15,-29.78,69.72,0.0,-5.301068876530255e-13,0.0
0.23356690023355853,9203.64,-9120.49,23505.15,-29.78,69.72,0.0,-5.301068876530255e-13,0.0
0.26693360026692403,9333.27,-9087.49,23505.15,-29.78,69.72,0.0,-5.301068876530255e-13,0.0
0.30030030030028954,9358.17,-9081.15,23505.15,-29.78,69.72,0.0,-5.301068876530255e-13,0.0
0.33366700033365504,9413.39,-9067.08,23505.15,-29.78,69.72,0.0,-5.301068876530255e-13,0.0
0.36703370036702054,9496.42,-9045.95,23505.15,-29.78,69.72,0.0,-5.301068876530255e-13,0.0
0.40040040040038605,9522.9,-9039.21,23505.15,-29.78,69.72,0.0,-5.301068876530255e-13,0.0
0.43376710043375155,9631.25,-9011.61,23505.15,-29.78,69.72,0.0,-5.301068876530255e-13,0.0
0.46713380046711706,9679.07,-8999.44,23505.15,-29.78,69.72,0.0,-5.301068876530255e-13,0.0
0.5005005005004826,9726.5,-8987.38,23505.15,-29.78,69.72,0.0,6.785609750117653e-12,0.0
0.5338672005338481,9777.07,-8974.5,23505.15,-29.78,69.72,0.0,6.664093870862874e-12,0.0
0.5672339005672136,9865.31,-8952.03,23505.15,-29.78,69.72,0.0,6.594360418599951e-12,0.0
0.6006006006005791,9957.66,-8928.52,23505.15,-29.78,69.72,0.0,6.560127863557048e-12,0.0
0.6339673006339446,10032.6,-8909.44,23505.15,-29.78,69.72,0.0,6.5275441391158895e-12,0.0
0.6673340006673101,10061.84,-8902.0,23505.15,-29.78,69.72,0.0,6.527315352622567e-12,0.0
0.7007007007006756,10111.64,-8889.33,23505.15,-29.78,69.72,0.0,6.500039453126791e-12,0.0
0.7340674007340411,10184.52,-8870.77,23505.15,-29.78,69.72,0.0,6.49153554817452e-12,0.0
