t,xPos,yPos,zPos,pitch,yaw,vel,gamma,acc
0.0,-31087.54,-25266.03,12004.99,-30.0,61.35,0.0,-2.629303657745667e-13,0.0
0.033366700033365504,-31087.54,-25266.03,12004.99,-30.0,61.35,0.0,-2.629303657745667e-13,0.0
0.06673340006673101,-31071.51,-25236.68,12004.99,-30.0,61.35,0.0,-2.629303657745667e-13,0.0
0.10010010010009651,-31056.79,-25209.73,12004.99,-30.0,61.35,0.0,-2.629303657745667e-13,0.0
0.13346680013346202,-31035.89,-25171.45,12004.99,-30.0,61.35,0.0,-2.629303657745667e-13,0.0
0.16683350016682752,-31018.95,-25140.44,12004.99,-30.0,61.35,0.0,-2.629303657745667e-13,0.0
0.20020020020019302,-30973.34,-25056.95,12004.99,-30.0,61.35,0.0,-2.629303657745667e-13,0.0
0.23356690023355853,-30943.12,-25001.63,12004.99,-30.0,61.35,0.0,-2.629303657745667e-13,0.0
0.26693360026692403,-30890.88,-24906.0,12004.99,-30.0,61.35,0.0,-2.629303657745667e-13,0.0
0.30030030030028954,-30856.73,-24843.48,12004.99,-30.0,61.35,0.0,-2.629303657745667e-13,0.0
0.33366700033365504,-30822.96,-24781.65,12004.99,-30.0,61.35,0.0,-2.629303657745667e-13,0.0
0.36703370036702054,-30803.97,-24746.89,12004.99,-30.0,61.35,0.0,-2.629303657745667e-13,0.0
0.40040040040038605,-30776.51,-24696.61,12004.99,-30.0,61.35,0.0,-2.629303657745667e-13,0.0
0.43376710043375155,-30745.83,-24640.44,12004.99,-30.0,61.35,0.0,-2.629303657745667e-13,0.0
0.46713380046711706,-30712.37,-24579.23,12004.99,-30.0,61.35,0.0,-2.629303657745667e-13,0.0
0.5005005005004826,-30683.92,-24527.14,12004.99,-30.0,61.35,0.0,3.392286952065295e-12,0.0
0.5338672005338481,-30654.29,-24472.87,12004.99,-30.0,61.35,0.0,3.357582184466566e-12,0.0
0.5672339005672136,-30636.15,-24439.67,12004.99,-30.0,61.35,0.0,3.3214440677500277e-12,0.0
0.6006006006005791,-30571.03,-24320.48,12004.99,-30.0,61.35,0.0,3.3023237313694064e-12,0.0
0.6339673006339446,-30534.54,-24253.69,12004.99,-30.0,61.35,0.0,3.298647739277102e-12,0.0
0.6673340006673101,-30504.73,-24199.11,12004.99,-30.0,61.35,0.0,3.304836306206683e-12,0.0
0.7007007007006756,-30475.54,-24145.67,12004.99,-30.0,61.35,0.0,-0.000883923517409973,0.0
0.7340674007340411,-30461.07,-24119.18,12004.99,-30.0,61.35,0.0,-0.004635623788993506,0.0
0.7674341007674066,-30408.46,-24022.89,12004.99,-30.0,61.35,0.0,-0.011088521794986499,0.0
0.8008008008007721,-30393.73,-23995.92,12004.99,-30.0,61.35,0.0,-0.018071365598595998,0.0
0.8341675008341376,-30360.97,-23935.95,12004.99,-30.0,61.35,0.0,-0.024495183764618404,0.0
0.8675342008675031,-30331.35,-23881.72,12004.99,-30.0,61.35,0.0,-0.030828569977756362,0.0
0.9009009009008686,-30300.38,-23825.02,12004.99,-30.0,61.35,0.0,-0.04448216589147582,0.0
0.9342676009342341,-30253.13,-23738.51,12004.99,-30.0,61.35,0.0,-0.07727914720361542,0.0
0.9676343009675996,-30242.0,-23718.13,12004.99,-30.0,61.35,0.0,-0.11757939392162435,0.0
1.0010010010009651,-30200.3,-23641.8,12004.99,-30.0,61.35,0.0,-0.15505999807319804,0.0
1.0343677010343306,-30179.55,-23603.82,12004.99,-30.0,61.35,0.0,-0.18940533363976517,0.0
1.0677344010676961,-30115.63,-23486.79,12004.99,-30.0,61.35,0.0,-0.2215456917416291,0.0
1.1011011011010616,-30094.19,-23447.55,12004.99,-30.0,61.35,0.0,-0.25154478122479573,0.0
1.1344678011344271,-30069.39,-23402.15,12004.99,-30.0,61.35,0.0,-0.27691555904043647,0.0
1.1678345011677926,-30041.72,-23351.54,12004.99,-30.0,61.35,0.0,-0.29900615265643077,0.0
